number,title,login
580,"HDDS-3052. Test ChunkManagerImpl performance with long-running freon tests.","adoroszlai"
581,"HDDS-3055. SCM crash during startup does not print any error message to log.","bharatviswa504"
581,"HDDS-3055. SCM crash during startup does not print any error message to log.","xiaoyuyao"
582,"HDDS-3047. ObjectStore#listVolumesByUser and CreateVolumeHandler#call should get principal name by default","smengcl"
582,"HDDS-3047. ObjectStore#listVolumesByUser and CreateVolumeHandler#call should get principal name by default","xiaoyuyao"
583,"HDDS-3057. Improve Ozone Shell ACL operations' help text readability","smengcl"
583,"HDDS-3057. Improve Ozone Shell ACL operations' help text readability","xiaoyuyao"
584,"HDDS-3054. OzoneFileStatus#getModificationTime should return actual directory modification time when its OmKeyInfo is available","smengcl"
584,"HDDS-3054. OzoneFileStatus#getModificationTime should return actual directory modification time when its OmKeyInfo is available","hanishakoneru"
585,"HDDS-3026 Changed auditing in OzoneManager#listStatus to read","HorizonNet"
585,"HDDS-3026 Changed auditing in OzoneManager#listStatus to read","bharatviswa504"
585,"HDDS-3026 Changed auditing in OzoneManager#listStatus to read","ayushtkn"
586,"HDDS-3058. OzoneFileSystem should override unsupported set type FileS…","linyiqun"
586,"HDDS-3058. OzoneFileSystem should override unsupported set type FileS…","ayushtkn"
587,"HDDS-3059 Changed auditing in OzoneManager#getFileStatus to read","HorizonNet"
587,"HDDS-3059 Changed auditing in OzoneManager#getFileStatus to read","bharatviswa504"
588,"HDDS-2886. parse and dump datanode segment file to pritable text","mukul1987"
588,"HDDS-2886. parse and dump datanode segment file to pritable text","bharatviswa504"
588,"HDDS-2886. parse and dump datanode segment file to pritable text","lokeshj1703"
589,"Hdds 2284","mukul1987"
58,"HDDS-2293. Create a new CONTRIBUTION.md for the new repository","elek"
58,"HDDS-2293. Create a new CONTRIBUTION.md for the new repository","anuengineer"
58,"HDDS-2293. Create a new CONTRIBUTION.md for the new repository","dineshchitlangia"
58,"HDDS-2293. Create a new CONTRIBUTION.md for the new repository","akki"
58,"HDDS-2293. Create a new CONTRIBUTION.md for the new repository","nandakumar131"
590,"HDDS-3049. Fix Replication factor passed in create API doesn't take effect","captainzmc"
590,"HDDS-3049. Fix Replication factor passed in create API doesn't take effect","adoroszlai"
590,"HDDS-3049. Fix Replication factor passed in create API doesn't take effect","ChenSammi"
591,"HDDS-3043. Fix TestFailureHandlingByClient.java.","bshashikant"
591,"HDDS-3043. Fix TestFailureHandlingByClient.java.","adoroszlai"
592,"HDDS-3013. Fix TestBlockOutputStreamWithFailures.java.","bshashikant"
592,"HDDS-3013. Fix TestBlockOutputStreamWithFailures.java.","adoroszlai"
593,"HDDS-3063. Add test to verify replication factor of ozone fs","adoroszlai"
593,"HDDS-3063. Add test to verify replication factor of ozone fs","xiaoyuyao"
594,"HDDS-2995. Add integration test for Recon's Passive SCM state.","avijayanhwx"
594,"HDDS-2995. Add integration test for Recon's Passive SCM state.","vivekratnavel"
594,"HDDS-2995. Add integration test for Recon's Passive SCM state.","swagle"
594,"HDDS-2995. Add integration test for Recon's Passive SCM state.","adoroszlai"
595,"HDDS-3065. Ozone Filesystem should return real default replication","adoroszlai"
595,"HDDS-3065. Ozone Filesystem should return real default replication","xiaoyuyao"
596,"HDDS-3066. SCM crash during loading containers to DB.","bharatviswa504"
596,"HDDS-3066. SCM crash during loading containers to DB.","xiaoyuyao"
596,"HDDS-3066. SCM crash during loading containers to DB.","nandakumar131"
596,"HDDS-3066. SCM crash during loading containers to DB.","web-flow"
597,"HDDS-2996. Create REST API to serve Node information and integrate with UI in Recon.","vivekratnavel"
597,"HDDS-2996. Create REST API to serve Node information and integrate with UI in Recon.","elek"
597,"HDDS-2996. Create REST API to serve Node information and integrate with UI in Recon.","avijayanhwx"
598,"HDDS-3067. Fix Bug in Scrub Pipeline causing destory pipelines after SCM restart.","bharatviswa504"
598,"HDDS-3067. Fix Bug in Scrub Pipeline causing destory pipelines after SCM restart.","adoroszlai"
599,"HDDS-3068. OM crash during startup does not print any error message to log.","bharatviswa504"
599,"HDDS-3068. OM crash during startup does not print any error message to log.","adoroszlai"
59,"HDDS-2327. Provide new Freon test to test Ratis pipeline with pure XceiverClientRatis","elek"
59,"HDDS-2327. Provide new Freon test to test Ratis pipeline with pure XceiverClientRatis","anuengineer"
59,"HDDS-2327. Provide new Freon test to test Ratis pipeline with pure XceiverClientRatis","xiaoyuyao"
59,"HDDS-2327. Provide new Freon test to test Ratis pipeline with pure XceiverClientRatis","adoroszlai"
59,"HDDS-2327. Provide new Freon test to test Ratis pipeline with pure XceiverClientRatis","dineshchitlangia"
5,"HDDS-2289. Put testing information and a problem description to the g…","elek"
5,"HDDS-2289. Put testing information and a problem description to the g…","vivekratnavel"
5,"HDDS-2289. Put testing information and a problem description to the g…","anuengineer"
5,"HDDS-2289. Put testing information and a problem description to the g…","adoroszlai"
600,"HDDS-2648. TestOzoneManagerDoubleBufferWithOMResponse.","bharatviswa504"
600,"HDDS-2648. TestOzoneManagerDoubleBufferWithOMResponse.","adoroszlai"
601,"HDDS-2816. Fix shell description for --start parameter of listing keys","flirmnave"
601,"HDDS-2816. Fix shell description for --start parameter of listing keys","adoroszlai"
602,"HDDS-2984. Allocate Block failing with NPE","adoroszlai"
602,"HDDS-2984. Allocate Block failing with NPE","elek"
602,"HDDS-2984. Allocate Block failing with NPE","lokeshj1703"
603,"HDDS-3070. NPE when stop recon server while recon server was not real…","linyiqun"
603,"HDDS-3070. NPE when stop recon server while recon server was not real…","bharatviswa504"
603,"HDDS-3070. NPE when stop recon server while recon server was not real…","avijayanhwx"
604,"HDDS-3038. TestRatisPipelineLeader fails since we no longer wait for leader in the HealthyPipelineSafeModeExitRule.","swagle"
604,"HDDS-3038. TestRatisPipelineLeader fails since we no longer wait for leader in the HealthyPipelineSafeModeExitRule.","ChenSammi"
604,"HDDS-3038. TestRatisPipelineLeader fails since we no longer wait for leader in the HealthyPipelineSafeModeExitRule.","adoroszlai"
605,"HDDS-3072. SCM scrub pipeline should be started after coming out of safe mode.","bharatviswa504"
605,"HDDS-3072. SCM scrub pipeline should be started after coming out of safe mode.","ChenSammi"
605,"HDDS-3072. SCM scrub pipeline should be started after coming out of safe mode.","arp7"
606,"HDDS-3073. Implement ofs://: Fix listStatus continuation","smengcl"
606,"HDDS-3073. Implement ofs://: Fix listStatus continuation","xiaoyuyao"
607,"HDDS-3002. NFS mountd support for Ozone","prashantpogde"
607,"HDDS-3002. NFS mountd support for Ozone","elek"
608,"HDDS-3084. Extend network topology acceptance test to read data when datanodes are stopped.","sodonnel"
608,"HDDS-3084. Extend network topology acceptance test to read data when datanodes are stopped.","adoroszlai"
608,"HDDS-3084. Extend network topology acceptance test to read data when datanodes are stopped.","elek"
609,"HDDS-3069. UpdateID check should be skipped for non-HA OzoneManager.","bharatviswa504"
609,"HDDS-3069. UpdateID check should be skipped for non-HA OzoneManager.","hanishakoneru"
609,"HDDS-3069. UpdateID check should be skipped for non-HA OzoneManager.","arp7"
60,"HDDS-2325. BenchMarkDatanodeDispatcher genesis test is failing with NPE","elek"
60,"HDDS-2325. BenchMarkDatanodeDispatcher genesis test is failing with NPE","arp7"
60,"HDDS-2325. BenchMarkDatanodeDispatcher genesis test is failing with NPE","adoroszlai"
610,"HDDS-2929. Implement ofs://: temp directory mount","smengcl"
610,"HDDS-2929. Implement ofs://: temp directory mount","timmylicheng"
610,"HDDS-2929. Implement ofs://: temp directory mount","xiaoyuyao"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","runzhiwang"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","timmylicheng"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","bharatviswa504"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","elek"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","xiaoyuyao"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","lokeshj1703"
611,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","ChenSammi"
612,"HDDS-3090. Fix logging in OMFileRequest and OzoneManager","supratimdeka"
612,"HDDS-3090. Fix logging in OMFileRequest and OzoneManager","elek"
612,"HDDS-3090. Fix logging in OMFileRequest and OzoneManager","bharatviswa504"
613,"HDDS-3078. Include output of timed out test in bundle","adoroszlai"
613,"HDDS-3078. Include output of timed out test in bundle","elek"
614,"HDDS-3092. Duplicate large key test","adoroszlai"
614,"HDDS-3092. Duplicate large key test","bshashikant"
615,"HDDS-3085. OM Delta updates request in Recon should work with secure Ozone Manager.","vivekratnavel"
615,"HDDS-3085. OM Delta updates request in Recon should work with secure Ozone Manager.","avijayanhwx"
615,"HDDS-3085. OM Delta updates request in Recon should work with secure Ozone Manager.","xiaoyuyao"
616,"HDDS-3108. Remove unused ForkJoinPool in RatisPipelineProvider","sodonnel"
616,"HDDS-3108. Remove unused ForkJoinPool in RatisPipelineProvider","adoroszlai"
616,"HDDS-3108. Remove unused ForkJoinPool in RatisPipelineProvider","bharatviswa504"
617,"HDDS-3109. Refactor 'Recon' in MiniOzoneCluster to use ephemeral port.","avijayanhwx"
617,"HDDS-3109. Refactor 'Recon' in MiniOzoneCluster to use ephemeral port.","vivekratnavel"
617,"HDDS-3109. Refactor 'Recon' in MiniOzoneCluster to use ephemeral port.","bharatviswa504"
618,"HDDS-2911. Fix lastUsed and stateEnterTime value in container info is not human friendly","captainzmc"
618,"HDDS-2911. Fix lastUsed and stateEnterTime value in container info is not human friendly","ChenSammi"
618,"HDDS-2911. Fix lastUsed and stateEnterTime value in container info is not human friendly","elek"
618,"HDDS-2911. Fix lastUsed and stateEnterTime value in container info is not human friendly","xiaoyuyao"
619,"HDDS-3111. Add unit test for container replication behavior under dif…","linyiqun"
619,"HDDS-3111. Add unit test for container replication behavior under dif…","fapifta"
619,"HDDS-3111. Add unit test for container replication behavior under dif…","elek"
61,"HDDS-2333. Enable sync option for OM non-HA.","bharatviswa504"
61,"HDDS-2333. Enable sync option for OM non-HA.","arp7"
61,"HDDS-2333. Enable sync option for OM non-HA.","anuengineer"
620,"HDDS-2877. Fixed description of return type.","cku328"
620,"HDDS-2877. Fixed description of return type.","adoroszlai"
621,"HDDS-3106. Intermittent timeout in TestOzoneManagerDoubleBufferWithOMResponse#testDoubleBuffer","adoroszlai"
621,"HDDS-3106. Intermittent timeout in TestOzoneManagerDoubleBufferWithOMResponse#testDoubleBuffer","bharatviswa504"
622,"HDDS-3113. Add new Freon test for putBlock","adoroszlai"
622,"HDDS-3113. Add new Freon test for putBlock","elek"
623,"HDDS-2941. file create : create key table entries for intermediate directories in the path","supratimdeka"
623,"HDDS-2941. file create : create key table entries for intermediate directories in the path","mukul1987"
624,"HDDS-3110. Fix race condition in Recon's container and pipeline handling.","avijayanhwx"
624,"HDDS-3110. Fix race condition in Recon's container and pipeline handling.","adoroszlai"
624,"HDDS-3110. Fix race condition in Recon's container and pipeline handling.","nandakumar131"
625,"HDDS-2980. Delete replayed entry from OpenKeyTable during commit","hanishakoneru"
625,"HDDS-2980. Delete replayed entry from OpenKeyTable during commit","bharatviswa504"
626,"HDDS-3115. NPE seen in datanode log as ApplyTransaction failed.","swagle"
626,"HDDS-3115. NPE seen in datanode log as ApplyTransaction failed.","bshashikant"
627,"HDDS-3118. Possible deadlock in LockManager.","bharatviswa504"
627,"HDDS-3118. Possible deadlock in LockManager.","adoroszlai"
627,"HDDS-3118. Possible deadlock in LockManager.","xiaoyuyao"
628,"HDDS-1008. Invalidate closed container replicas on a failed volume.","lokeshj1703"
628,"HDDS-1008. Invalidate closed container replicas on a failed volume.","supratimdeka"
629,"HDDS-3071. Datanodes unable to connect to recon in Secure Environment","avijayanhwx"
629,"HDDS-3071. Datanodes unable to connect to recon in Secure Environment","vivekratnavel"
629,"HDDS-3071. Datanodes unable to connect to recon in Secure Environment","xiaoyuyao"
62,"HDDS-2335. Params not included in AuditMessage","adoroszlai"
62,"HDDS-2335. Params not included in AuditMessage","dineshchitlangia"
62,"HDDS-2335. Params not included in AuditMessage","bharatviswa504"
62,"HDDS-2335. Params not included in AuditMessage","dchitlangia"
62,"HDDS-2335. Params not included in AuditMessage","mukul1987"
630,"HDDS-3116. Datanode sometimes fails to start with NPE when starting Ratis xceiver server","sodonnel"
630,"HDDS-3116. Datanode sometimes fails to start with NPE when starting Ratis xceiver server","dineshchitlangia"
630,"HDDS-3116. Datanode sometimes fails to start with NPE when starting Ratis xceiver server","adoroszlai"
631,"HDDS-3119. When ratis is enabled in OM, double Buffer metrics not get…","avijayanhwx"
631,"HDDS-3119. When ratis is enabled in OM, double Buffer metrics not get…","bharatviswa504"
631,"HDDS-3119. When ratis is enabled in OM, double Buffer metrics not get…","adoroszlai"
632,"HDDS-3124. Fix time interval calculate error","runzhiwang"
632,"HDDS-3124. Fix time interval calculate error","xiaoyuyao"
632,"HDDS-3124. Fix time interval calculate error","ChenSammi"
633,"HDDS-3123. Create REST API to serve Pipeline information and integrate with UI in Recon","vivekratnavel"
633,"HDDS-3123. Create REST API to serve Pipeline information and integrate with UI in Recon","avijayanhwx"
634,"HDDS-3129. Skip KeyTable check in OMKeyCommit.","bharatviswa504"
634,"HDDS-3129. Skip KeyTable check in OMKeyCommit.","arp7"
635,"Revert ""HDDS-3124. Fix time interval calculate error""","ChenSammi"
636,"HDDS-3124. Fix time interval calculate error","runzhiwang"
636,"HDDS-3124. Fix time interval calculate error","ChenSammi"
637,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","runzhiwang"
637,"HDDS-3041. Fix the memory leak of s3g by releasing the connection resource","ChenSammi"
638,"Revert ""HDDS-3041. Memory leak of s3g""","ChenSammi"
638,"Revert ""HDDS-3041. Memory leak of s3g""","elek"
638,"Revert ""HDDS-3041. Memory leak of s3g""","adoroszlai"
639,"HDDS-2874. Fixed description of return type.","cku328"
639,"HDDS-2874. Fixed description of return type.","bharatviswa504"
63,"HDDS-2336. Fix TestKeyValueContainer#testRocksDBCreateUsesCachedOptions","adoroszlai"
63,"HDDS-2336. Fix TestKeyValueContainer#testRocksDBCreateUsesCachedOptions","mukul1987"
640,"HDDS-2780. Fixed javadoc of OMVolume response classes.","cku328"
640,"HDDS-2780. Fixed javadoc of OMVolume response classes.","bharatviswa504"
641,"HDDS-3121. Fix TestSCMPipelineBytesWrittenMetrics.","bharatviswa504"
641,"HDDS-3121. Fix TestSCMPipelineBytesWrittenMetrics.","vivekratnavel"
641,"HDDS-3121. Fix TestSCMPipelineBytesWrittenMetrics.","adoroszlai"
